amfi_code,scheme_label,date,nav
119551,SBI Bluechip,2016-06-02,130.7746
119551,SBI Bluechip,2016-06-03,130.8097
119551,SBI Bluechip,2016-06-06,130.9418
119551,SBI Bluechip,2016-06-07,130.9498
119551,SBI Bluechip,2016-06-08,130.9713
119551,SBI Bluechip,2016-06-09,131.006
119551,SBI Bluechip,2016-06-10,131.0328
119551,SBI Bluechip,2016-06-13,131.0126
119551,SBI Bluechip,2016-06-14,131.0472
119551,SBI Bluechip,2016-06-15,131.088
119551,SBI Bluechip,2016-06-16,131.1648
119551,SBI Bluechip,2016-06-17,131.1983
119551,SBI Bluechip,2016-06-20,131.2455
119551,SBI Bluechip,2016-06-21,131.3168
119551,SBI Bluechip,2016-06-22,131.4024
119551,SBI Bluechip,2016-06-23,131.4681
119551,SBI Bluechip,2016-06-24,131.4875
119551,SBI Bluechip,2016-06-27,131.6653
119551,SBI Bluechip,2016-06-28,131.7077
119551,SBI Bluechip,2016-06-29,131.8008
119551,SBI Bluechip,2016-06-30,131.8646
119551,SBI Bluechip,2016-07-01,132.0459
119551,SBI Bluechip,2016-07-04,132.1492
119551,SBI Bluechip,2016-07-05,132.3858
119551,SBI Bluechip,2016-07-07,132.5112
119551,SBI Bluechip,2016-07-08,132.5679
119551,SBI Bluechip,2016-07-11,132.6835
119551,SBI Bluechip,2016-07-12,133.0156
119551,SBI Bluechip,2016-07-13,133.3212
119551,SBI Bluechip,2016-07-14,133.3927
119551,SBI Bluechip,2016-07-15,133.4658
119551,SBI Bluechip,2016-07-18,133.4825
119551,SBI Bluechip,2016-07-19,133.6134
119551,SBI Bluechip,2016-07-20,133.7495
119551,SBI Bluechip,2016-07-21,133.8544
119551,SBI Bluechip,2016-07-22,133.9622
119551,SBI Bluechip,2016-07-25,134.0989
119551,SBI Bluechip,2016-07-26,134.1531
119551,SBI Bluechip,2016-07-27,134.1788
119551,SBI Bluechip,2016-07-28,134.5985
119551,SBI Bluechip,2016-07-29,134.7325
119551,SBI Bluechip,2016-08-01,134.9712
119551,SBI Bluechip,2016-08-02,134.8488
119551,SBI Bluechip,2016-08-03,134.7377
119551,SBI Bluechip,2016-08-04,134.8655
119551,SBI Bluechip,2016-08-05,134.9377
119551,SBI Bluechip,2016-08-08,135.0387
119551,SBI Bluechip,2016-08-09,135.3606
119551,SBI Bluechip,2016-08-10,135.5838
119551,SBI Bluechip,2016-08-11,135.8291
119551,SBI Bluechip,2016-08-12,135.8182
119551,SBI Bluechip,2016-08-16,135.8902
119551,SBI Bluechip,2016-08-18,135.7343
119551,SBI Bluechip,2016-08-19,135.8687
119551,SBI Bluechip,2016-08-22,135.7183
119551,SBI Bluechip,2016-08-23,135.7506
119551,SBI Bluechip,2016-08-24,135.9112
119551,SBI Bluechip,2016-08-25,136.0296
119551,SBI Bluechip,2016-08-26,136.0743
119551,SBI Bluechip,2016-08-29,136.2205
119551,SBI Bluechip,2016-08-30,136.312
119551,SBI Bluechip,2016-08-31,136.3515
119551,SBI Bluechip,2016-09-01,136.3584
119551,SBI Bluechip,2016-09-02,136.3517
119551,SBI Bluechip,2016-09-06,136.541
119551,SBI Bluechip,2016-09-07,136.7979
119551,SBI Bluechip,2016-09-08,136.8589
119551,SBI Bluechip,2016-09-09,136.9063
119551,SBI Bluechip,2016-09-12,136.85
119551,SBI Bluechip,2016-09-14,136.8219
119551,SBI Bluechip,2016-09-15,136.8926
119551,SBI Bluechip,2016-09-16,136.971
119551,SBI Bluechip,2016-09-19,137.0139
119551,SBI Bluechip,2016-09-20,136.9986
119551,SBI Bluechip,2016-09-21,137.097
119551,SBI Bluechip,2016-09-22,137.4241
119551,SBI Bluechip,2016-09-23,137.5601
119551,SBI Bluechip,2016-09-26,137.8324
119551,SBI Bluechip,2016-09-27,137.947
119551,SBI Bluechip,2016-09-28,138.0284
119551,SBI Bluechip,2016-09-29,137.7307
119551,SBI Bluechip,2016-09-30,137.8665
119551,SBI Bluechip,2016-10-03,138.2415
119551,SBI Bluechip,2016-10-04,138.5007
119551,SBI Bluechip,2016-10-05,138.9268
119551,SBI Bluechip,2016-10-06,138.8924
119551,SBI Bluechip,2016-10-07,138.7764
119551,SBI Bluechip,2016-10-10,139.0035
119551,SBI Bluechip,2016-10-13,138.9711
119551,SBI Bluechip,2016-10-14,138.8584
119551,SBI Bluechip,2016-10-17,138.8696
119551,SBI Bluechip,2016-10-18,138.9771
119551,SBI Bluechip,2016-10-19,138.9686
119551,SBI Bluechip,2016-10-20,138.92
119551,SBI Bluechip,2016-10-21,138.9252
119551,SBI Bluechip,2016-10-24,138.9892
119551,SBI Bluechip,2016-10-25,138.917
119551,SBI Bluechip,2016-10-26,138.9324
119551,SBI Bluechip,2016-10-27,138.8932
119551,SBI Bluechip,2016-10-28,138.9002
119551,SBI Bluechip,2016-11-01,138.9285
119551,SBI Bluechip,2016-11-02,138.9201
119551,SBI Bluechip,2016-11-03,138.9047
119551,SBI Bluechip,2016-11-04,138.8435
119551,SBI Bluechip,2016-11-07,138.9342
119551,SBI Bluechip,2016-11-08,139.0289
119551,SBI Bluechip,2016-11-09,139.5353
119551,SBI Bluechip,2016-11-10,139.7669
119551,SBI Bluechip,2016-11-11,139.5813
119551,SBI Bluechip,2016-11-15,140.6312
119551,SBI Bluechip,2016-11-16,141.2151
119551,SBI Bluechip,2016-11-17,141.2957
119551,SBI Bluechip,2016-11-18,141.2116
119551,SBI Bluechip,2016-11-21,142.0013
119551,SBI Bluechip,2016-11-22,142.0614
119551,SBI Bluechip,2016-11-23,142.3794
119551,SBI Bluechip,2016-11-24,142.9418
119551,SBI Bluechip,2016-11-25,142.7966
119551,SBI Bluechip,2016-11-28,142.3286
119551,SBI Bluechip,2016-11-29,142.2212
119551,SBI Bluechip,2016-11-30,142.5417
119551,SBI Bluechip,2016-12-01,142.6678
119551,SBI Bluechip,2016-12-02,142.5539
119551,SBI Bluechip,2016-12-05,142.6727
119551,SBI Bluechip,2016-12-06,142.7747
119551,SBI Bluechip,2016-12-07,141.4759
119551,SBI Bluechip,2016-12-08,141.328
119551,SBI Bluechip,2016-12-09,141.2674
119551,SBI Bluechip,2016-12-13,141.4149
119551,SBI Bluechip,2016-12-14,141.4995
119551,SBI Bluechip,2016-12-15,140.9543
119551,SBI Bluechip,2016-12-16,140.9144
119551,SBI Bluechip,2016-12-19,140.9731
119551,SBI Bluechip,2016-12-20,141.0514
119551,SBI Bluechip,2016-12-21,141.1187
119551,SBI Bluechip,2016-12-22,140.8922
119551,SBI Bluechip,2016-12-23,140.754
119551,SBI Bluechip,2016-12-26,140.5763
119551,SBI Bluechip,2016-12-27,140.4635
119551,SBI Bluechip,2016-12-28,140.4799
119551,SBI Bluechip,2016-12-29,140.8539
119551,SBI Bluechip,2016-12-30,141.0653
119551,SBI Bluechip,2017-01-02,142.0128
119551,SBI Bluechip,2017-01-03,141.8637
119551,SBI Bluechip,2017-01-04,142.1884
119551,SBI Bluechip,2017-01-05,142.1662
119551,SBI Bluechip,2017-01-06,142.1645
119551,SBI Bluechip,2017-01-09,142.1957
119551,SBI Bluechip,2017-01-10,142.2226
119551,SBI Bluechip,2017-01-11,142.2559
119551,SBI Bluechip,2017-01-12,142.4383
119551,SBI Bluechip,2017-01-13,142.3455
119551,SBI Bluechip,2017-01-16,142.3247
119551,SBI Bluechip,2017-01-17,142.4058
119551,SBI Bluechip,2017-01-18,142.3467
119551,SBI Bluechip,2017-01-19,142.2584
119551,SBI Bluechip,2017-01-20,142.294
119551,SBI Bluechip,2017-01-23,142.362
119551,SBI Bluechip,2017-01-24,142.4236
119551,SBI Bluechip,2017-01-25,142.5021
119551,SBI Bluechip,2017-01-27,142.5803
119551,SBI Bluechip,2017-01-30,142.6424
119551,SBI Bluechip,2017-01-31,142.6513
119551,SBI Bluechip,2017-02-01,142.708
119551,SBI Bluechip,2017-02-02,142.8498
119551,SBI Bluechip,2017-02-03,142.8411
119551,SBI Bluechip,2017-02-06,142.8673
119551,SBI Bluechip,2017-02-07,142.8426
119551,SBI Bluechip,2017-02-08,141.0498
119551,SBI Bluechip,2017-02-09,140.3961
119551,SBI Bluechip,2017-02-10,140.6958
119551,SBI Bluechip,2017-02-13,140.7741
119551,SBI Bluechip,2017-02-14,140.6769
119551,SBI Bluechip,2017-02-15,140.7425
119551,SBI Bluechip,2017-02-16,140.855
119551,SBI Bluechip,2017-02-17,140.8544
119551,SBI Bluechip,2017-02-20,140.7201
119551,SBI Bluechip,2017-02-22,140.5482
119551,SBI Bluechip,2017-02-23,140.656
119551,SBI Bluechip,2017-02-27,140.8612
119551,SBI Bluechip,2017-02-28,140.8785
119551,SBI Bluechip,2017-03-01,140.6291
119551,SBI Bluechip,2017-03-02,140.6931
119551,SBI Bluechip,2017-03-03,140.8939
119551,SBI Bluechip,2017-03-06,140.7214
119551,SBI Bluechip,2017-03-07,140.6715
119551,SBI Bluechip,2017-03-08,140.6217
119551,SBI Bluechip,2017-03-09,140.5925
119551,SBI Bluechip,2017-03-10,140.3602
119551,SBI Bluechip,2017-03-14,140.4476
119551,SBI Bluechip,2017-03-15,140.8803
119551,SBI Bluechip,2017-03-16,141.011
119551,SBI Bluechip,2017-03-17,141.0134
119551,SBI Bluechip,2017-03-20,141.0427
119551,SBI Bluechip,2017-03-21,141.1567
119551,SBI Bluechip,2017-03-22,141.6441
119551,SBI Bluechip,2017-03-23,141.7341
119551,SBI Bluechip,2017-03-24,141.7796
119551,SBI Bluechip,2017-03-27,142.1702
119551,SBI Bluechip,2017-03-29,142.1405
119551,SBI Bluechip,2017-03-30,142.2701
119551,SBI Bluechip,2017-03-31,142.3365
119551,SBI Bluechip,2017-04-03,142.491
119551,SBI Bluechip,2017-04-05,142.456
119551,SBI Bluechip,2017-04-06,142.0344
119551,SBI Bluechip,2017-04-07,141.9749
119551,SBI Bluechip,2017-04-10,142.0721
119551,SBI Bluechip,2017-04-11,142.2557
119551,SBI Bluechip,2017-04-12,142.4196
119551,SBI Bluechip,2017-04-13,142.5844
119551,SBI Bluechip,2017-04-17,142.6317
119551,SBI Bluechip,2017-04-18,142.6525
119551,SBI Bluechip,2017-04-19,142.7966
119551,SBI Bluechip,2017-04-20,142.7991
119551,SBI Bluechip,2017-04-21,142.6345
119551,SBI Bluechip,2017-04-24,142.7063
119551,SBI Bluechip,2017-04-25,142.8376
119551,SBI Bluechip,2017-04-26,142.7088
119551,SBI Bluechip,2017-04-27,142.7118
119551,SBI Bluechip,2017-04-28,142.7091
119551,SBI Bluechip,2017-05-02,142.7261
119551,SBI Bluechip,2017-05-03,142.7804
119551,SBI Bluechip,2017-05-04,142.781
119551,SBI Bluechip,2017-05-05,142.8881
119551,SBI Bluechip,2017-05-08,143.0171
119551,SBI Bluechip,2017-05-09,143.0225
119551,SBI Bluechip,2017-05-11,143.0782
119551,SBI Bluechip,2017-05-12,143.191
119551,SBI Bluechip,2017-05-15,143.5718
119551,SBI Bluechip,2017-05-16,143.5436
119551,SBI Bluechip,2017-05-17,143.5683
119551,SBI Bluechip,2017-05-18,143.5992
119551,SBI Bluechip,2017-05-19,143.6111
119551,SBI Bluechip,2017-05-22,143.7899
119551,SBI Bluechip,2017-05-23,143.8682
119551,SBI Bluechip,2017-05-24,143.9093
119551,SBI Bluechip,2017-05-25,144.0182
119551,SBI Bluechip,2017-05-26,144.139
119551,SBI Bluechip,2017-05-29,144.139
119551,SBI Bluechip,2017-05-30,144.1695
119551,SBI Bluechip,2017-05-31,144.2526
119551,SBI Bluechip,2017-06-01,144.4377
119551,SBI Bluechip,2017-06-02,144.495
119551,SBI Bluechip,2017-06-05,144.5409
119551,SBI Bluechip,2017-06-06,144.5701
119551,SBI Bluechip,2017-06-07,144.9507
119551,SBI Bluechip,2017-06-08,145.3316
119551,SBI Bluechip,2017-06-09,145.4447
119551,SBI Bluechip,2017-06-12,145.5341
119551,SBI Bluechip,2017-06-13,145.6403
119551,SBI Bluechip,2017-06-14,145.6607
119551,SBI Bluechip,2017-06-15,145.6979
119551,SBI Bluechip,2017-06-16,145.6798
119551,SBI Bluechip,2017-06-19,145.7742
119551,SBI Bluechip,2017-06-20,145.8016
119551,SBI Bluechip,2017-06-21,145.8889
119551,SBI Bluechip,2017-06-22,145.8735
119551,SBI Bluechip,2017-06-23,145.8813
119551,SBI Bluechip,2017-06-27,145.9449
119551,SBI Bluechip,2017-06-28,145.8491
119551,SBI Bluechip,2017-06-29,145.8476
119551,SBI Bluechip,2017-06-30,145.8394
119551,SBI Bluechip,2017-07-03,145.6663
119551,SBI Bluechip,2017-07-04,145.7582
119551,SBI Bluechip,2017-07-05,145.8498
119551,SBI Bluechip,2017-07-06,145.9371
119551,SBI Bluechip,2017-07-07,145.9888
119551,SBI Bluechip,2017-07-10,146.2443
119551,SBI Bluechip,2017-07-11,146.3105
119551,SBI Bluechip,2017-07-12,146.3824
119551,SBI Bluechip,2017-07-13,146.4568
119551,SBI Bluechip,2017-07-14,146.4802
119551,SBI Bluechip,2017-07-17,146.6141
119551,SBI Bluechip,2017-07-18,146.6789
119551,SBI Bluechip,2017-07-19,146.7668
119551,SBI Bluechip,2017-07-20,146.8157
119551,SBI Bluechip,2017-07-21,146.9821
119551,SBI Bluechip,2017-07-24,147.1328
119551,SBI Bluechip,2017-07-25,147.1373
119551,SBI Bluechip,2017-07-26,147.0997
119551,SBI Bluechip,2017-07-27,147.1708
119551,SBI Bluechip,2017-07-28,147.1604
119551,SBI Bluechip,2017-07-31,147.1981
119551,SBI Bluechip,2017-08-01,147.2654
119551,SBI Bluechip,2017-08-02,147.3359
119551,SBI Bluechip,2017-08-03,147.6212
119551,SBI Bluechip,2017-08-04,147.6495
119551,SBI Bluechip,2017-08-07,147.6821
119551,SBI Bluechip,2017-08-08,147.7057
119551,SBI Bluechip,2017-08-09,147.7244
119551,SBI Bluechip,2017-08-10,147.6744
119551,SBI Bluechip,2017-08-11,147.6561
119551,SBI Bluechip,2017-08-14,147.7087
119551,SBI Bluechip,2017-08-16,147.7053
119551,SBI Bluechip,2017-08-18,147.8182
119551,SBI Bluechip,2017-08-21,147.903
119551,SBI Bluechip,2017-08-22,147.9018
119551,SBI Bluechip,2017-08-23,147.9146
119551,SBI Bluechip,2017-08-24,147.945
119551,SBI Bluechip,2017-08-28,148.0222
119551,SBI Bluechip,2017-08-29,148.0933
119551,SBI Bluechip,2017-08-30,148.1091
119551,SBI Bluechip,2017-08-31,148.181
119551,SBI Bluechip,2017-09-01,148.359
119551,SBI Bluechip,2017-09-04,148.4419
119551,SBI Bluechip,2017-09-05,148.4461
119551,SBI Bluechip,2017-09-06,148.4973
119551,SBI Bluechip,2017-09-07,148.4821
119551,SBI Bluechip,2017-09-08,148.4706
119551,SBI Bluechip,2017-09-11,148.5133
119551,SBI Bluechip,2017-09-12,148.48
119551,SBI Bluechip,2017-09-13,148.4446
119551,SBI Bluechip,2017-09-14,148.4631
119551,SBI Bluechip,2017-09-15,148.4365
119551,SBI Bluechip,2017-09-18,148.4466
119551,SBI Bluechip,2017-09-19,148.4897
119551,SBI Bluechip,2017-09-20,148.5343
119551,SBI Bluechip,2017-09-21,148.2842
119551,SBI Bluechip,2017-09-22,148.2649
119551,SBI Bluechip,2017-09-25,148.4371
119551,SBI Bluechip,2017-09-26,148.362
119551,SBI Bluechip,2017-09-27,148.3767
119551,SBI Bluechip,2017-09-28,148.4835
119551,SBI Bluechip,2017-09-29,148.491
119551,SBI Bluechip,2017-10-03,148.7205
119551,SBI Bluechip,2017-10-04,148.6351
119551,SBI Bluechip,2017-10-05,148.5783
119551,SBI Bluechip,2017-10-06,148.5744
119551,SBI Bluechip,2017-10-09,148.6113
119551,SBI Bluechip,2017-10-10,148.6506
119551,SBI Bluechip,2017-10-11,148.6958
119551,SBI Bluechip,2017-10-12,148.7248
119551,SBI Bluechip,2017-10-13,148.8495
119551,SBI Bluechip,2017-10-16,148.9557
119551,SBI Bluechip,2017-10-17,148.9725
119551,SBI Bluechip,2017-10-18,148.9933
119551,SBI Bluechip,2017-10-23,149.0299
119551,SBI Bluechip,2017-10-24,149.0872
119551,SBI Bluechip,2017-10-25,149.0757
119551,SBI Bluechip,2017-10-26,149.1089
119551,SBI Bluechip,2017-10-27,149.116
119551,SBI Bluechip,2017-10-30,149.1095
119551,SBI Bluechip,2017-10-31,149.166
119551,SBI Bluechip,2017-11-01,149.1872
119551,SBI Bluechip,2017-11-02,149.2423
119551,SBI Bluechip,2017-11-03,149.2935
119551,SBI Bluechip,2017-11-06,149.3344
119551,SBI Bluechip,2017-11-07,149.2845
119551,SBI Bluechip,2017-11-08,149.2964
119551,SBI Bluechip,2017-11-09,149.335
119551,SBI Bluechip,2017-11-10,149.3439
119551,SBI Bluechip,2017-11-13,149.3946
119551,SBI Bluechip,2017-11-14,149.2009
119551,SBI Bluechip,2017-11-15,149.2653
119551,SBI Bluechip,2017-11-16,149.1355
119551,SBI Bluechip,2017-11-17,149.2227
119551,SBI Bluechip,2017-11-20,149.5677
119551,SBI Bluechip,2017-11-21,149.5741
119551,SBI Bluechip,2017-11-22,149.4299
119551,SBI Bluechip,2017-11-23,149.3581
119551,SBI Bluechip,2017-11-24,149.3708
119551,SBI Bluechip,2017-11-27,149.4131
119551,SBI Bluechip,2017-11-28,149.4371
119551,SBI Bluechip,2017-11-29,149.4737
119551,SBI Bluechip,2017-11-30,149.4913
119551,SBI Bluechip,2017-12-04,149.5704
119551,SBI Bluechip,2017-12-05,149.6015
119551,SBI Bluechip,2017-12-06,149.6636
119551,SBI Bluechip,2017-12-07,149.6687
119551,SBI Bluechip,2017-12-08,149.6701
119551,SBI Bluechip,2017-12-11,149.5962
119551,SBI Bluechip,2017-12-12,149.544
119551,SBI Bluechip,2017-12-13,149.4922
119551,SBI Bluechip,2017-12-14,149.5076
119551,SBI Bluechip,2017-12-15,149.4853
119551,SBI Bluechip,2017-12-18,149.5292
119551,SBI Bluechip,2017-12-19,149.559
119551,SBI Bluechip,2017-12-20,149.4474
119551,SBI Bluechip,2017-12-21,149.3699
119551,SBI Bluechip,2017-12-22,149.2793
119551,SBI Bluechip,2017-12-26,149.2864
119551,SBI Bluechip,2017-12-27,149.3157
119551,SBI Bluechip,2017-12-28,149.1113
119551,SBI Bluechip,2017-12-29,149.4545
119551,SBI Bluechip,2018-01-01,149.4635
119551,SBI Bluechip,2018-01-02,149.4785
119551,SBI Bluechip,2018-01-03,149.5011
119551,SBI Bluechip,2018-01-04,149.4562
119551,SBI Bluechip,2018-01-05,149.6129
119551,SBI Bluechip,2018-01-08,149.663
119551,SBI Bluechip,2018-01-09,149.6376
119551,SBI Bluechip,2018-01-10,149.4919
119551,SBI Bluechip,2018-01-11,149.4769
119551,SBI Bluechip,2018-01-12,149.4891
119551,SBI Bluechip,2018-01-15,149.6009
119551,SBI Bluechip,2018-01-16,149.44
119551,SBI Bluechip,2018-01-17,149.6553
119551,SBI Bluechip,2018-01-18,149.6057
119551,SBI Bluechip,2018-01-19,149.6247
119551,SBI Bluechip,2018-01-22,149.6942
119551,SBI Bluechip,2018-01-23,149.8059
119551,SBI Bluechip,2018-01-24,149.783
119551,SBI Bluechip,2018-01-25,149.7498
119551,SBI Bluechip,2018-01-29,149.7264
119551,SBI Bluechip,2018-01-30,149.6944
119551,SBI Bluechip,2018-01-31,149.7354
119551,SBI Bluechip,2018-02-01,149.4309
119551,SBI Bluechip,2018-02-02,149.4766
119551,SBI Bluechip,2018-02-05,149.5419
119551,SBI Bluechip,2018-02-06,149.6109
119551,SBI Bluechip,2018-02-07,149.7571
119551,SBI Bluechip,2018-02-08,149.8999
119551,SBI Bluechip,2018-02-09,149.9118
119551,SBI Bluechip,2018-02-12,149.9962
119551,SBI Bluechip,2018-02-14,150.0741
119551,SBI Bluechip,2018-02-15,149.9765
119551,SBI Bluechip,2018-02-16,150.0015
119551,SBI Bluechip,2018-02-20,149.9696
119551,SBI Bluechip,2018-02-21,149.9303
119551,SBI Bluechip,2018-02-22,149.8158
119551,SBI Bluechip,2018-02-23,149.9491
119551,SBI Bluechip,2018-02-26,149.9922
119551,SBI Bluechip,2018-02-27,140.649
119551,SBI Bluechip,2018-02-28,140.6412
119551,SBI Bluechip,2018-03-01,140.6243
119551,SBI Bluechip,2018-03-05,140.7265
119551,SBI Bluechip,2018-03-06,140.77
119551,SBI Bluechip,2018-03-07,140.9803
119551,SBI Bluechip,2018-03-08,141.0882
119551,SBI Bluechip,2018-03-09,141.0964
119551,SBI Bluechip,2018-03-12,141.271
119551,SBI Bluechip,2018-03-13,141.3517
119551,SBI Bluechip,2018-03-14,141.3686
119551,SBI Bluechip,2018-03-15,141.4873
119551,SBI Bluechip,2018-03-16,141.6912
119551,SBI Bluechip,2018-03-19,141.7148
119551,SBI Bluechip,2018-03-20,141.7269
119551,SBI Bluechip,2018-03-21,141.7391
119551,SBI Bluechip,2018-03-22,141.7848
119551,SBI Bluechip,2018-03-23,141.8272
119551,SBI Bluechip,2018-03-26,141.858
119551,SBI Bluechip,2018-03-27,142.3556
119551,SBI Bluechip,2018-03-28,142.4392
119551,SBI Bluechip,2018-04-03,142.7428
119551,SBI Bluechip,2018-04-04,142.7382
119551,SBI Bluechip,2018-04-05,143.1275
119551,SBI Bluechip,2018-04-06,143.1533
119551,SBI Bluechip,2018-04-09,143.1851
119551,SBI Bluechip,2018-04-10,142.9838
119551,SBI Bluechip,2018-04-11,142.7892
119551,SBI Bluechip,2018-04-12,142.8123
119551,SBI Bluechip,2018-04-13,142.8596
119551,SBI Bluechip,2018-04-16,142.9083
119551,SBI Bluechip,2018-04-17,142.9028
119551,SBI Bluechip,2018-04-18,142.8035
119551,SBI Bluechip,2018-04-19,142.5817
119551,SBI Bluechip,2018-04-20,142.3818
119551,SBI Bluechip,2018-04-23,142.3797
119551,SBI Bluechip,2018-04-24,142.3569
119551,SBI Bluechip,2018-04-25,142.2185
119551,SBI Bluechip,2018-04-26,142.1109
119551,SBI Bluechip,2018-04-27,142.0784
119551,SBI Bluechip,2018-05-02,142.3015
119551,SBI Bluechip,2018-05-03,142.3179
119551,SBI Bluechip,2018-05-04,142.3165
119551,SBI Bluechip,2018-05-07,142.4808
119551,SBI Bluechip,2018-05-08,142.5187
119551,SBI Bluechip,2018-05-09,142.3563
119551,SBI Bluechip,2018-05-10,142.3077
119551,SBI Bluechip,2018-05-11,142.2857
119551,SBI Bluechip,2018-05-14,142.2398
119551,SBI Bluechip,2018-05-15,142.0914
119551,SBI Bluechip,2018-05-16,141.9575
119551,SBI Bluechip,2018-05-17,141.9005
119551,SBI Bluechip,2018-05-18,142.0857
119551,SBI Bluechip,2018-05-21,142.1174
119551,SBI Bluechip,2018-05-22,142.1472
119551,SBI Bluechip,2018-05-23,142.1357
119551,SBI Bluechip,2018-05-24,142.1165
119551,SBI Bluechip,2018-05-25,142.2487
119551,SBI Bluechip,2018-05-28,142.4224
119551,SBI Bluechip,2018-05-29,142.4726
119551,SBI Bluechip,2018-05-30,142.5296
119551,SBI Bluechip,2018-05-31,142.42
119551,SBI Bluechip,2018-06-01,142.3674
119551,SBI Bluechip,2018-06-04,142.3998
119551,SBI Bluechip,2018-06-05,142.4665
119551,SBI Bluechip,2018-06-06,142.3972
119551,SBI Bluechip,2018-06-07,142.2812
119551,SBI Bluechip,2018-06-08,142.4035
119551,SBI Bluechip,2018-06-11,142.4551
119551,SBI Bluechip,2018-06-12,142.4837
119551,SBI Bluechip,2018-06-13,142.5907
119551,SBI Bluechip,2018-06-14,142.6874
119551,SBI Bluechip,2018-06-15,142.7832
119551,SBI Bluechip,2018-06-18,142.9393
119551,SBI Bluechip,2018-06-19,142.9936
119551,SBI Bluechip,2018-06-20,143.0785
119551,SBI Bluechip,2018-06-21,143.2127
119551,SBI Bluechip,2018-06-22,143.2155
119551,SBI Bluechip,2018-06-25,143.2898
119551,SBI Bluechip,2018-06-26,143.3068
119551,SBI Bluechip,2018-06-27,143.2581
119551,SBI Bluechip,2018-06-28,143.195
119551,SBI Bluechip,2018-06-29,143.2428
119551,SBI Bluechip,2018-07-02,143.3715
119551,SBI Bluechip,2018-07-03,143.418
119551,SBI Bluechip,2018-07-04,143.5283
119551,SBI Bluechip,2018-07-05,143.5272
119551,SBI Bluechip,2018-07-06,143.5656
119551,SBI Bluechip,2018-07-09,143.6666
119551,SBI Bluechip,2018-07-10,143.7153
119551,SBI Bluechip,2018-07-11,143.7636
119551,SBI Bluechip,2018-07-12,143.9137
119551,SBI Bluechip,2018-07-13,143.9932
119551,SBI Bluechip,2018-07-16,144.0332
119551,SBI Bluechip,2018-07-17,144.1534
119551,SBI Bluechip,2018-07-18,144.1784
119551,SBI Bluechip,2018-07-19,144.1604
119551,SBI Bluechip,2018-07-20,144.1651
119551,SBI Bluechip,2018-07-23,144.2217
119551,SBI Bluechip,2018-07-24,144.2543
119551,SBI Bluechip,2018-07-25,144.2857
119551,SBI Bluechip,2018-07-26,144.3561
119551,SBI Bluechip,2018-07-27,144.3967
119551,SBI Bluechip,2018-07-30,144.4708
119551,SBI Bluechip,2018-07-31,144.5473
119551,SBI Bluechip,2018-08-01,144.6898
119551,SBI Bluechip,2018-08-02,144.717
119551,SBI Bluechip,2018-08-03,144.6829
119551,SBI Bluechip,2018-08-06,144.7287
119551,SBI Bluechip,2018-08-07,144.736
119551,SBI Bluechip,2018-08-08,144.7751
119551,SBI Bluechip,2018-08-09,144.8547
119551,SBI Bluechip,2018-08-10,144.8834
119551,SBI Bluechip,2018-08-13,144.8638
119551,SBI Bluechip,2018-08-14,144.8983
119551,SBI Bluechip,2018-08-16,144.8889
119551,SBI Bluechip,2018-08-20,145.0363
119551,SBI Bluechip,2018-08-21,145.0737
119551,SBI Bluechip,2018-08-23,145.063
119551,SBI Bluechip,2018-08-24,145.0713
119551,SBI Bluechip,2018-08-27,145.1487
119551,SBI Bluechip,2018-08-28,145.1743
119551,SBI Bluechip,2018-08-29,145.1777
119551,SBI Bluechip,2018-08-30,145.153
119551,SBI Bluechip,2018-08-31,145.157
119551,SBI Bluechip,2018-09-03,145.1981
119551,SBI Bluechip,2018-09-04,145.091
119551,SBI Bluechip,2018-09-05,145.064
119551,SBI Bluechip,2018-09-06,145.0798
119551,SBI Bluechip,2018-09-07,145.1503
119551,SBI Bluechip,2018-09-10,145.0029
119551,SBI Bluechip,2018-09-11,144.9724
119551,SBI Bluechip,2018-09-12,144.9921
119551,SBI Bluechip,2018-09-14,145.0718
119551,SBI Bluechip,2018-09-17,145.1591
119551,SBI Bluechip,2018-09-18,145.1769
119551,SBI Bluechip,2018-09-19,145.2511
119551,SBI Bluechip,2018-09-21,145.2703
119551,SBI Bluechip,2018-09-24,145.129
119551,SBI Bluechip,2018-09-25,145.0404
119551,SBI Bluechip,2018-09-26,145.1397
119551,SBI Bluechip,2018-09-27,145.5014
119551,SBI Bluechip,2018-09-28,145.6347
119551,SBI Bluechip,2018-10-01,145.82
119551,SBI Bluechip,2018-10-03,145.7273
119551,SBI Bluechip,2018-10-04,145.5923
119551,SBI Bluechip,2018-10-05,145.947
119551,SBI Bluechip,2018-10-08,146.0791
119551,SBI Bluechip,2018-10-09,145.9393
119551,SBI Bluechip,2018-10-10,145.9908
119551,SBI Bluechip,2018-10-11,146.0455
119551,SBI Bluechip,2018-10-12,146.0817
119551,SBI Bluechip,2018-10-15,146.2801
119551,SBI Bluechip,2018-10-16,146.3846
119551,SBI Bluechip,2018-10-17,146.3738
119551,SBI Bluechip,2018-10-19,146.4328
119551,SBI Bluechip,2018-10-22,146.5009
119551,SBI Bluechip,2018-10-23,146.5481
119551,SBI Bluechip,2018-10-24,146.6004
119551,SBI Bluechip,2018-10-25,146.6004
119551,SBI Bluechip,2018-10-26,146.59
119551,SBI Bluechip,2018-10-29,146.7445
119551,SBI Bluechip,2018-10-30,146.7452
